[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
[9.51630242],[0.],[0.],[0.],[1.45575901],[8.23558771],[0.],[0.21730656],[0.],[0.],[0.71949203],[0.10980508],[0.],[0.86615475],[0.],[0.],[0.99669226],[0.74713526],[0.59279386],[57.29701713],[9.51630242],[0.],[7.06739516],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[6.84943887],[0.],[0.],[0.],[0.],[0.],[9.51630242],[5.58068517],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[104.66647962],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.],[0.]
